epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
21,2698.35,0.66477,0.52538,0.97891,0.94171,0.89522,0.95081,0.81423,0.56271,0.43187,0.87374,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2826.41,0.65961,0.51687,0.97626,0.93879,0.90396,0.95348,0.81359,0.55333,0.42652,0.86496,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,2953.73,0.64623,0.50523,0.96894,0.94429,0.9213,0.95823,0.83311,0.54664,0.41539,0.86407,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,3081.91,0.64864,0.50182,0.97009,0.9216,0.89762,0.95169,0.81553,0.5386,0.40901,0.86062,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3209.27,0.63221,0.48436,0.96325,0.97303,0.89093,0.96235,0.83453,0.52675,0.40545,0.85242,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3337.78,0.62898,0.48299,0.96027,0.96956,0.89772,0.96179,0.83211,0.52004,0.39489,0.85481,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,3464.81,0.62416,0.48306,0.95833,0.95406,0.90806,0.95718,0.83438,0.52262,0.39555,0.85391,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,3592.56,0.62233,0.47946,0.95761,0.89414,0.92405,0.95427,0.83568,0.51502,0.39633,0.85052,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,3720.4,0.6122,0.4654,0.95422,0.94179,0.89259,0.96193,0.83336,0.5201,0.39184,0.85439,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,3847.69,0.60159,0.46089,0.94627,0.95866,0.91787,0.9692,0.8418,0.51428,0.38874,0.85071,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,3975.65,0.59344,0.45371,0.94353,0.96265,0.91401,0.9608,0.84276,0.50071,0.36997,0.84259,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,4103.53,0.59008,0.4501,0.94041,0.95979,0.89595,0.95178,0.8384,0.50269,0.37481,0.84545,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4231.04,0.58457,0.44477,0.94146,0.94365,0.93027,0.95834,0.8475,0.48757,0.36826,0.84021,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,4359.04,0.58182,0.44352,0.94014,0.96635,0.92668,0.96922,0.85083,0.4931,0.3668,0.84133,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,4486.66,0.57897,0.43517,0.93961,0.95218,0.92546,0.96585,0.85127,0.4794,0.35976,0.83672,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,4614.63,0.56835,0.43005,0.93607,0.9513,0.93019,0.9658,0.85998,0.48737,0.35578,0.83875,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,4742.65,0.57479,0.43167,0.93645,0.92201,0.94929,0.97126,0.86143,0.47323,0.3465,0.83354,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,4870.5,0.56496,0.42941,0.9327,0.94387,0.9388,0.97548,0.86506,0.46586,0.34943,0.83108,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,4998.41,0.56115,0.42472,0.93203,0.95655,0.92599,0.96793,0.85815,0.47012,0.34313,0.83197,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5125.64,0.55838,0.42138,0.93299,0.95187,0.93077,0.97586,0.87744,0.47156,0.34495,0.83062,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5253.68,0.55365,0.41553,0.93116,0.97233,0.89929,0.95935,0.86127,0.46766,0.35149,0.83185,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,5381.26,0.55006,0.41028,0.92617,0.95846,0.92418,0.9662,0.87389,0.45982,0.33432,0.8272,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,5508.63,0.54766,0.40623,0.92273,0.96272,0.95248,0.98278,0.87667,0.45841,0.34162,0.8276,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,5636.22,0.53545,0.40095,0.9199,0.9599,0.92446,0.97437,0.87326,0.45646,0.33264,0.82751,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,5763.75,0.54058,0.40211,0.92482,0.92863,0.95265,0.97826,0.88669,0.44646,0.32656,0.8238,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,5891.9,0.53143,0.39424,0.92107,0.94087,0.97027,0.97646,0.88807,0.44764,0.32579,0.82216,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6020.15,0.52596,0.39267,0.91681,0.94452,0.96161,0.98124,0.89117,0.43832,0.32245,0.81912,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,6148.43,0.52558,0.38687,0.91594,0.97397,0.94304,0.97607,0.89304,0.43954,0.32045,0.82022,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,6276.1,0.51965,0.38354,0.91256,0.96274,0.94123,0.97653,0.88147,0.44142,0.32078,0.82104,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,6403.26,0.51468,0.38032,0.91339,0.94567,0.96392,0.98009,0.89705,0.43908,0.31478,0.82021,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,6531.16,0.51366,0.37843,0.91465,0.95278,0.96672,0.97841,0.89537,0.43612,0.31085,0.81788,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,6658.77,0.51255,0.37783,0.91,0.97433,0.93099,0.975,0.88562,0.42982,0.31199,0.81691,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,6786.32,0.5067,0.37424,0.90982,0.95549,0.959,0.9804,0.90012,0.42212,0.30838,0.8158,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,6914.7,0.50171,0.36934,0.90745,0.96409,0.95367,0.97857,0.89284,0.42519,0.30966,0.81534,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,7041.72,0.50387,0.36885,0.90911,0.96756,0.94599,0.9686,0.89181,0.42546,0.30815,0.81225,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,7169.16,0.49835,0.36401,0.90655,0.97363,0.95246,0.98104,0.89145,0.42572,0.30686,0.81475,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,7296.45,0.49224,0.36182,0.90386,0.97385,0.96327,0.98001,0.89716,0.41929,0.30111,0.81333,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,7423.76,0.49306,0.36021,0.90565,0.96282,0.95802,0.97836,0.89296,0.41622,0.30142,0.81449,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,7551.07,0.48711,0.35577,0.90261,0.96662,0.94798,0.97685,0.90319,0.41285,0.30019,0.81059,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,7679.5,0.4882,0.35599,0.90268,0.97869,0.94996,0.9795,0.9036,0.41432,0.29611,0.80959,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,7807.68,0.48475,0.35413,0.90442,0.96749,0.9537,0.9779,0.8978,0.41425,0.2968,0.81082,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,7935.48,0.47927,0.34647,0.90236,0.96911,0.95668,0.97736,0.89899,0.41122,0.2975,0.81128,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,8062.97,0.47474,0.345,0.89826,0.95476,0.95751,0.97672,0.89895,0.40905,0.29479,0.81117,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,8190.59,0.46927,0.34196,0.89787,0.98151,0.9491,0.97898,0.90403,0.40371,0.29168,0.80992,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,8318.85,0.46902,0.33848,0.89541,0.96904,0.95635,0.98082,0.9053,0.40287,0.28797,0.80839,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,8446.99,0.46645,0.33733,0.89779,0.98119,0.94476,0.98028,0.90862,0.39805,0.28846,0.80695,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,8575.02,0.46201,0.33568,0.89646,0.97429,0.949,0.9801,0.90479,0.4001,0.28462,0.8071,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,8702.45,0.46118,0.33442,0.89562,0.97056,0.95046,0.97788,0.90322,0.39842,0.28488,0.80697,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,8829.84,0.46356,0.33486,0.89531,0.96019,0.96479,0.97968,0.90689,0.39537,0.28355,0.80505,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,8957.26,0.45168,0.32537,0.89038,0.97813,0.95206,0.98318,0.90827,0.39144,0.28214,0.80249,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,9084.64,0.45663,0.32883,0.89169,0.97439,0.95978,0.98196,0.90437,0.39052,0.28215,0.80218,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,9211.91,0.44756,0.32312,0.88942,0.98061,0.95318,0.97852,0.90803,0.38887,0.28063,0.80288,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,9338.97,0.44607,0.31976,0.88984,0.97145,0.9555,0.97841,0.90924,0.38851,0.27964,0.80157,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,9467.39,0.44755,0.32037,0.88971,0.97365,0.96113,0.97848,0.90811,0.38796,0.27652,0.80276,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,9594.91,0.44056,0.31863,0.88748,0.97765,0.95881,0.97948,0.90792,0.38658,0.27912,0.80278,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,9722.59,0.44124,0.31514,0.88779,0.97681,0.95375,0.98217,0.91158,0.38484,0.27475,0.8025,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,9850.31,0.43849,0.31538,0.88545,0.97878,0.95549,0.9827,0.90934,0.38332,0.27469,0.80103,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,9977.29,0.43139,0.31092,0.88645,0.97963,0.9551,0.98278,0.90866,0.38066,0.27163,0.80042,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,10104.4,0.42561,0.30753,0.88185,0.98002,0.95774,0.98142,0.90837,0.37909,0.26981,0.79978,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,10231.6,0.42576,0.30535,0.88289,0.97912,0.96071,0.97996,0.91123,0.38026,0.2688,0.79988,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,10359,0.42763,0.30606,0.88316,0.96563,0.96162,0.9789,0.91254,0.38062,0.26805,0.80047,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,10487.1,0.42053,0.30209,0.88289,0.98408,0.95469,0.97946,0.91375,0.3784,0.26708,0.80046,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,10615.1,0.41861,0.29785,0.88149,0.97605,0.95505,0.9795,0.91335,0.37678,0.26461,0.79917,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,10742.3,0.4158,0.29491,0.88056,0.97464,0.95599,0.98014,0.9116,0.37481,0.26397,0.79889,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,10869.6,0.4121,0.29083,0.87928,0.9804,0.95216,0.97997,0.91218,0.37406,0.26276,0.79886,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,10997.1,0.41075,0.29075,0.87646,0.96695,0.95679,0.97944,0.91406,0.37254,0.26172,0.79845,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,11125.1,0.40856,0.2875,0.87892,0.96565,0.95874,0.97959,0.91563,0.37186,0.26108,0.7977,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,11253.3,0.40808,0.29065,0.8773,0.96952,0.95633,0.97926,0.91406,0.37052,0.25984,0.79651,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,11380.6,0.40286,0.28513,0.87881,0.97145,0.95605,0.97913,0.91302,0.36861,0.26045,0.79627,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,11508.4,0.39949,0.28197,0.8758,0.97431,0.95673,0.97876,0.91594,0.36813,0.25948,0.7966,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,11687.7,0.32984,0.23696,0.83165,0.96575,0.95922,0.97853,0.91506,0.3694,0.25952,0.79656,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,11815.1,0.32021,0.23174,0.82882,0.96446,0.96162,0.97931,0.91409,0.36861,0.25823,0.79542,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,11942.7,0.31372,0.22415,0.82554,0.97572,0.95646,0.97958,0.91739,0.36721,0.25709,0.79481,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,12071,0.31109,0.22258,0.8247,0.97955,0.95892,0.97959,0.91808,0.36642,0.25727,0.79497,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,12199.6,0.30845,0.22061,0.82282,0.98095,0.95547,0.97936,0.91627,0.36521,0.25681,0.79483,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,12327.9,0.30201,0.21524,0.82112,0.98095,0.95646,0.97968,0.91678,0.36311,0.25529,0.79387,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,12456,0.29917,0.21327,0.8211,0.97727,0.95517,0.97977,0.91946,0.36135,0.25417,0.79334,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,12585.2,0.29583,0.20991,0.81997,0.97445,0.95745,0.97943,0.92061,0.3609,0.25377,0.79292,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,12714.1,0.29559,0.20923,0.82062,0.9744,0.95752,0.97942,0.92129,0.36068,0.25453,0.79278,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,12843.1,0.29248,0.2066,0.81851,0.97765,0.95399,0.97985,0.9204,0.36028,0.25449,0.79267,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
