epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
20,2690.46,0.95858,2.91335,1.06548,0.93836,0.80453,0.89888,0.7239,0.70318,2.08754,0.9348,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2823.93,0.95158,2.8814,1.06548,0.8714,0.87188,0.90986,0.73079,0.69086,2.00275,0.92929,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2957.2,0.93464,2.80503,1.06056,0.90218,0.83933,0.89951,0.73064,0.67383,2.00551,0.92125,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,3090.69,0.93261,2.80727,1.05421,0.88636,0.85791,0.90876,0.73951,0.67937,1.99585,0.9277,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,3224.36,0.92718,2.76604,1.05154,0.89733,0.86202,0.92045,0.74957,0.65563,1.89815,0.91256,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3357.65,0.90944,2.6983,1.04097,0.86406,0.87837,0.90936,0.7553,0.66223,1.94441,0.9223,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3491.37,0.90649,2.6814,1.04066,0.91997,0.87101,0.92611,0.76506,0.64954,1.84134,0.90826,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,3624.96,0.9088,2.67934,1.03763,0.89468,0.89071,0.94022,0.76654,0.63746,1.85439,0.90893,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,3758.7,0.90434,2.67176,1.03574,0.93943,0.84657,0.91841,0.76253,0.63364,1.85029,0.90493,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,3892.19,0.88811,2.60545,1.03132,0.94662,0.85746,0.92886,0.77089,0.64172,1.83818,0.90734,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,4025.9,0.88643,2.61071,1.02876,0.89608,0.90005,0.9317,0.77652,0.63023,1.79291,0.90045,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,4159.5,0.88014,2.56499,1.03346,0.94192,0.88151,0.93095,0.77271,0.62626,1.75245,0.90149,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,4292.2,0.87009,2.52871,1.0242,0.9399,0.89313,0.94406,0.78439,0.61683,1.73977,0.89879,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4426.11,0.86521,2.52094,1.02209,0.95206,0.88792,0.95211,0.7917,0.60771,1.72854,0.89828,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,4559.91,0.87235,2.52437,1.02166,0.9494,0.87606,0.95219,0.79116,0.6006,1.70218,0.8879,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,4692.69,0.85665,2.46642,1.01292,0.93126,0.8878,0.95776,0.79608,0.59791,1.69649,0.88151,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,4825.82,0.85205,2.45721,1.01127,0.90995,0.90196,0.94733,0.79878,0.58938,1.67064,0.88358,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,4959,0.86092,2.46754,1.01662,0.9059,0.93886,0.96001,0.80482,0.58807,1.65124,0.87907,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,5092.85,0.84164,2.40127,1.0092,0.9382,0.91748,0.96013,0.79818,0.586,1.63504,0.87945,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,5226.42,0.84814,2.44177,1.01413,0.92364,0.90719,0.95287,0.80989,0.57975,1.6427,0.87873,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5359.56,0.83672,2.37582,1.00542,0.91819,0.91295,0.95152,0.79362,0.58525,1.64202,0.87817,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5492.52,0.83438,2.37168,1.00412,0.94156,0.92991,0.96575,0.8084,0.57472,1.63781,0.8779,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,5625.3,0.82113,2.33035,0.9985,0.93029,0.9235,0.96141,0.80558,0.57128,1.58718,0.87316,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,5759.06,0.82637,2.34034,1.00232,0.95299,0.93825,0.97107,0.81731,0.56413,1.57154,0.86816,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,5892.69,0.81146,2.32364,0.99761,0.93267,0.94536,0.97552,0.82342,0.56175,1.56774,0.86831,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,6026.01,0.82268,2.32306,0.99892,0.9523,0.93618,0.97057,0.81508,0.5659,1.58264,0.8701,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,6159.02,0.79962,2.26093,0.99241,0.96286,0.90995,0.96404,0.82691,0.54679,1.52602,0.86253,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6292.56,0.80597,2.26306,0.98841,0.95641,0.94533,0.97795,0.81547,0.55947,1.54223,0.8665,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,6425.53,0.80031,2.24156,0.99637,0.93202,0.94465,0.97053,0.83018,0.54625,1.50278,0.86237,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,6559.53,0.80273,2.2339,0.98881,0.94085,0.93612,0.97119,0.83177,0.5415,1.49302,0.85817,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,6693.24,0.79089,2.2349,0.98714,0.95122,0.90337,0.96178,0.82696,0.54216,1.51896,0.8598,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,6825.93,0.79214,2.21114,0.98598,0.95415,0.92869,0.97396,0.83866,0.53448,1.50405,0.85806,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,6959.16,0.77973,2.1682,0.98027,0.94645,0.93965,0.97231,0.83457,0.53686,1.49486,0.85951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,7092.56,0.78403,2.16447,0.97928,0.957,0.94334,0.97597,0.83745,0.53653,1.46128,0.8543,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,7226.16,0.77528,2.16333,0.97948,0.95692,0.94299,0.97396,0.83482,0.52486,1.43906,0.85043,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,7359.25,0.7783,2.15159,0.98147,0.95343,0.95221,0.97837,0.84075,0.5196,1.43458,0.85137,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,7492.61,0.77705,2.15256,0.97901,0.94928,0.95776,0.9785,0.84223,0.51614,1.43383,0.84751,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,7625.56,0.77088,2.14038,0.97837,0.95934,0.9605,0.98431,0.8495,0.51494,1.41709,0.84806,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,7758.85,0.76965,2.12542,0.97836,0.957,0.95962,0.98696,0.84898,0.5124,1.4139,0.84672,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,7891.98,0.76048,2.10208,0.97228,0.96216,0.94906,0.97691,0.84579,0.50853,1.39955,0.84472,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,8024.85,0.74984,2.08652,0.97097,0.95992,0.94733,0.98385,0.8421,0.50991,1.38446,0.84692,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,8157.9,0.7543,2.05519,0.97047,0.9491,0.97917,0.98788,0.85393,0.50746,1.36432,0.84223,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,8291.14,0.75586,2.06518,0.97028,0.96114,0.96538,0.98852,0.86085,0.50468,1.37007,0.84262,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,8424.68,0.74809,2.04985,0.97013,0.96427,0.9629,0.98753,0.8604,0.4986,1.37223,0.83868,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,8557.89,0.74094,2.01673,0.96766,0.9632,0.96354,0.98483,0.86008,0.49601,1.36644,0.83914,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,8690.72,0.74082,2.01629,0.96578,0.95943,0.96492,0.98389,0.86126,0.49359,1.35772,0.84008,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,8824.25,0.73768,1.99829,0.9602,0.94551,0.97728,0.9866,0.86345,0.49169,1.35813,0.8348,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,8957.83,0.73676,2.0072,0.96113,0.95803,0.96083,0.9859,0.86494,0.49138,1.34095,0.83843,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,9091.51,0.73033,2.00057,0.96042,0.95315,0.96893,0.98709,0.87333,0.48752,1.33435,0.83504,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,9225.05,0.72764,1.98461,0.96076,0.94765,0.96233,0.9856,0.87333,0.4904,1.32999,0.83441,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,9358.52,0.72131,1.95423,0.95565,0.95527,0.96633,0.98751,0.87566,0.48393,1.30258,0.83399,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,9492.1,0.7184,1.94542,0.95497,0.97106,0.95801,0.98854,0.87525,0.48258,1.30395,0.83383,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,9625.07,0.71836,1.94915,0.95653,0.97245,0.95556,0.98899,0.87591,0.47878,1.3025,0.83301,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,9758.98,0.71563,1.92476,0.95198,0.94033,0.96924,0.98618,0.8743,0.47676,1.30156,0.83423,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,9892.24,0.70736,1.89949,0.9489,0.94237,0.96677,0.98505,0.87177,0.47781,1.30712,0.83178,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,10025.2,0.71083,1.92079,0.95623,0.95622,0.97587,0.98976,0.87777,0.47441,1.29345,0.83024,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,10159,0.71054,1.89769,0.94888,0.95364,0.98736,0.99001,0.87845,0.47317,1.2857,0.82881,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,10292.7,0.70368,1.89825,0.95535,0.96285,0.97154,0.98839,0.87591,0.47,1.26729,0.82958,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,10426,0.70353,1.88825,0.94823,0.97187,0.95406,0.98835,0.8776,0.46841,1.27688,0.82868,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,10559,0.69648,1.85832,0.94623,0.95795,0.97993,0.98905,0.88066,0.46682,1.26713,0.82731,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,10692.5,0.70096,1.87389,0.94896,0.9645,0.97106,0.98833,0.8796,0.46634,1.25875,0.82662,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,10825.6,0.68769,1.84837,0.94361,0.95879,0.97819,0.98834,0.88264,0.46291,1.25296,0.82506,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,10959.3,0.68609,1.82176,0.94002,0.96701,0.98043,0.98945,0.88376,0.46272,1.25427,0.82396,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,11092.7,0.68878,1.81154,0.94303,0.96382,0.97031,0.98552,0.88047,0.46061,1.25066,0.82233,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,11225.6,0.68226,1.81709,0.94086,0.95333,0.96663,0.98255,0.88237,0.45957,1.24154,0.82149,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,11358.2,0.686,1.81032,0.94157,0.94963,0.9685,0.98441,0.88842,0.4572,1.2379,0.82064,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,11492.1,0.68061,1.7826,0.93733,0.94579,0.96921,0.98252,0.88335,0.45731,1.23718,0.82095,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,11625.4,0.67405,1.77968,0.93743,0.96522,0.98024,0.99042,0.88514,0.45502,1.23198,0.82071,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,11759,0.66745,1.76967,0.93678,0.97013,0.97679,0.9902,0.8851,0.45331,1.22723,0.82073,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,11892.1,0.6668,1.74461,0.93563,0.96908,0.97712,0.99041,0.88632,0.45244,1.22123,0.82098,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,12024.6,0.6681,1.75526,0.93708,0.96969,0.97823,0.98979,0.88422,0.45095,1.22026,0.82,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,12208.2,0.51201,1.3309,0.89125,0.96843,0.9794,0.98953,0.88529,0.45273,1.21498,0.82029,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,12340.9,0.50543,1.31713,0.88718,0.9721,0.96967,0.98954,0.88605,0.45094,1.21199,0.81861,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,12474,0.4982,1.28537,0.88672,0.97137,0.9701,0.98941,0.8852,0.44921,1.20664,0.81723,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,12606.6,0.4916,1.26851,0.88298,0.97184,0.97092,0.98949,0.8875,0.44738,1.20246,0.81634,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,12739.6,0.48619,1.25418,0.88335,0.97161,0.96957,0.98914,0.88786,0.44712,1.1979,0.81628,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,12872.4,0.48387,1.24209,0.88172,0.96972,0.97785,0.98962,0.88998,0.44625,1.19423,0.81605,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,13005.7,0.47781,1.2258,0.87837,0.96986,0.97831,0.98893,0.88634,0.44524,1.19007,0.81586,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,13138.8,0.47718,1.21081,0.87637,0.97193,0.97152,0.98877,0.88707,0.44384,1.18664,0.8152,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,13271.6,0.47654,1.2074,0.87926,0.97149,0.97118,0.98889,0.88831,0.44224,1.18854,0.81511,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,13405,0.4668,1.18122,0.87488,0.97083,0.97199,0.98891,0.89033,0.44086,1.18658,0.8151,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
